Ia1	430 076 021 326 276 200 076 021 506 205 700 076 066 009 029 582 076 207 060 002 076 184 006 396 076 736 356 306 076 161 470 001 076 530 002 736 076 042 532 314 526 076 320 069 376 700 021 076 001 009 381 755 406 042 290 386 076 189 002 095 037 076 155 500 205 076 700 010 670 195 076 002 700 386 076 053 700 061 466 076 600 517 065 076 600 276 040 076 534 600 386 076 600 591 081 076 386 305 076 043 300 385 204 076 254 499 076 539 205 074 000 074 076 530 326 076 600 510 005 092 076 522 010 005 076 079 004 680 001 000 306 076 305 306 540 076 510 002 076 600 776 002 076 077 326 004 076 021 291 020 007 010 047 076 047 063 522 071 760 042 290 206 076 510 092 202 076 726 002 001 076 200 726 571 076 005 023 092 076 090
Ia10	000 076 017 076 073 064 076 381 070 999 090 076 070 499 090 076 600 020 530 202 076 598 301 382 076 049 090 440 076 004 499 073 006 076 430 061 045 090 076 011 678 430 076 071 071 076 021 530 002 999 700 076 071 010 660 045 076 011 076 006 076 532 049 021 451 076 770 023 384 076 011 202 076 220 071 072 062 205 076 087 633 567 076 023 089 178 076 386 020 010 067 076 004 670 205 076 008 074 999 099 076 724 005 633 076 071 600 090 076 011 027 606 076 600 090 076 384 570 591 090 076 020 010 050 048 076 070 600 090 076 535 076 999 604 076 012 090 382 076 004 384 200 076 160 690 076 157 045 045 092 076 069 455 090 600 076 050 050 497 090 076 700 011 076 076 090 076 147 076 076 071 600 009 009 090 076 000
Ia11	602 999 090 076 012 076 606 064 700 071 600 022 076 093 045 090 076 175 002 002 002 020 010 522 076 027 048 090 076 755 509 604 076 022 532 700 076 320 071 308 006 022 697 076 022 020 010 200 076 072 090 128 021 532 698 298 076 023 380 380 090 076 470 700 071 999 604 076 460 050 498 027 076 093 726 087 076 011 099 571 076 070 449 449 076 027 200 076 071 090 606 076 600 071 001 076 011 090 076 430 076 090 071 065 076 011 600 046 076 089 002 999 390 076 532 205 320 076 009 600 011 386 076 011 300 071 027 076 093 090 430 076 006 000 076 011 430 028 076 011 076 295 076 070 560 072 076 010 044 027 604 076 600 090 294 076 430 522 633 076 062 530 090 700 076 071 700 076 532 014 698 076 386 028 999 571 076 022 181 130 292 076
Ia12	070 062 071 026 386 076 590 724 724 090 076 530 499 178 071 291 499 027 076 386 440 606 076 011 082 386 076 531 072 076 006 600 376 076 211 048 048 633 076 690 700 490 400 076 012 700 490 076 017 600 071 076 175 600 090 076 011 400 600 076 384 076 999 430 076 049 400 600 027 076 006 020 010 207 076 380 064 027 028 076 011 076 071 076 010 079 053 002 076 006 499 999 107 076 010 007 400 090 076 070 073 006 076 011 090 090 076 071 600 053 076 020 010 050 071 076 011 001 000 005 006 074 596 076 726 077 400 070 076 020 010 070 128 200 700 071 076 071 090 999 090 076 070 000 205 430 076 010 007 090 700 021 066 400 071 076 072 161 007 076 536 700 430 076 006 000 076 071 076 011 020 010 045 076 055 600 326 090 076 670 700
Ia13	606 076 406 009 064 700 071 076 055 280 065 591 076 011 076 999 090 021 076 021 020 010 069 071 076 126 006 161 150 005 619 430 076 055 168 072 076 011 073 027 076 089 000 002 009 076 071 002 536 076 020 010 076 999 007 076 071 700 430 076 022 530 062 050 726 076 011 386 090 076 013 755 072 076 010 079 006 700 006 076 600 071 049 280 076 023 400 070 076 020 010 073 006 076 071 700 128 071 530 042 700 730 076 071 729 073 076 381 700 999 090 076 005 084 600 076 071 021 090 600 604 076 070 076 670 076 532 040 700 076 071 670 009 076 727 008 090 076 255 067 606 076 070 027 090 076 700 076 006 048 076 071 076 090 076 071 076 430 076 001 076 076 002 076 055 072 006 999 161 071 498 430 076 049 400 294 076 006 010 511 099 076 530 600 071 021 006 074 076 537 001 696 076 013 504
Ia14	053 076 020 010 019 099 076 071 513 001 076 069 051 547 076 670 055 490 440 076 071 090 047 076 076 290 071 076 406 076 011 069 200 071 076 010 079 029 633 076 011 090 090 076 530 090 999 090 076 011 130 693 076 529 090 023 000 050 606 076 071 061 290 076 071 607 208 076 000 090 305 076 071 090 009 007 008 076 049 606 076 700 008 090 076 020 010 600 379 051 001 076 069 029 700 076 011 091 430 076 200 380 064 076 002 055 209 209 011 076 209 076 600 009 999 633 076 690 150 202 076 006 055 760 036 026 076 055 700 006 076 073 050 090 050 055 076 536 700 006 999 440 076 011 000 670 430 076 071 006 382 090 076 300 000 430 076 070 090 099
Ia2	006 048 010 430 076 769 381 076 734 503 381 076 006 074 070 023 076 760 571 005 076 600 090 700 076 726 499 006 200 076 420 700 076 726 130 430 076 774 144 001 076 760 306 606 076 026 600 200 076 530 320 076 000 022 074 076 053 050 700 076 700 746 600 076 211 049 280 076 376 376 023 076 760 386 700 076 571 075 076 191 076 049 076 179 598 430 076 005 090 073 006 076 075 720 020 076 700 071 700 076 006 700 208 430 076 001 076 280 076 340 027 075 600 076 061 700 061 600 059 076 781 503 430 076 005 076 090 700 076 000 069 021 451 076 006 208 010 090 076 072 205 000 076 090 076 999 029 076 048 700 999 073 064 076 075 720 999 059 076 400 280 999 379 076 200 059 999 280 076 391 002 999 200 076 445 499 999 049 076 509 009 600 999 430 076 168 076 999 059 076 532 204 048 076
Ia3	700 071 065 071 999 604 076 000 700 604 076 071 062 600 999 050 076 000 002 999 076 092 535 999 208 076 532 244 999 090 076 057 600 700 076 076 053 177 700 076 057 741 430 076 532 200 059 076 074 379 002 076 244 280 001 076 532 071 065 071 999 700 076 480 600 005 076 420 519 999 006 076 073 430 076 006 006 040 999 002 076 240 382 999 076 053 472 021 386 076 001 037 150 076 001 526 383 076 280 472 790 076 445 027 061 000 076 193 700 006 999 406 076 076 755 076 075 090 090 999 720 076 070 091 430 076 053 600 075 999 090 076 057 240 240 244 999 059 076 001 176 504 076 430 060 069 379 064 379 064 048 002 076 019 440 999 741 076 009 076 304 006 048 006 070 024 631 048 999 690 076 670 206 383 076 280 700 224 600 069 074 047 010 076 024 095 021 076 760 048 004 076
Ia4	420 006 430 999 069 076 280 042 050 999 445 076 430 076 630 076 386 700 280 076 420 065 381 000 006 002 514 076 071 070 076 999 029 076 022 280 280 326 076 532 070 631 499 076 532 631 631 999 499 076 532 501 999 499 062 076 053 200 070 076 472 729 071 076 037 037 073 006 999 048 076 069 499 006 071 065 076 400 002 430 076 168 090 470 076 533 001 022 076 074 282 999 630 076 001 076 024 076 480 730 095 076 670 720 999 090 021 076 607 755 076 075 607 000 090 076 057 600 076 161 090 076 070 071 600 205 076 076 092 053 999 069 076 200 023 440 076 532 100 004 064 076 290 062 076 076 076 099 204 503 076 057 700 999 472 076 075 440 024 076 090 050 999 045 076 600 087 700 076 076 053 720 076 070 701 214 076 298
Ia5	000 099 090 076 280 139 999 049 076 451 458 604 076 075 076 006 600 076 161 076 002 076 000 430 076 044 095 240 076 001 076 999 076 071 183 430 076 001 061 076 604 076 075 048 600 076 530 400 222 076 071 071 076 073 999 069 076 095 001 076 069 570 069 720 076 070 073 064 999 090 076 070 027 141 076 729 095 021 999 604 076 075 090 220 076 670 092 021 071 090 076 001 071 999 099 076 532 700 076 168 472 470 076 533 538 999 008 076 142 461 076 490 168 600 090 076 280 067 999 194 076 700 001 001 074 049 076 149 518 999 090 076 070 532 084 076 670 700 090 076 607 490 073 999 240 076 700 535 440 076 073 631 024 076 384 372 000 090 076 002 010 700 999 076 076 068 430 522 076 071 090 999 451 076 027 430 071 076 500 041 062
